Date,Time,Defect Name,Station,Part of the Car,Reporter Name,Part Number,Severity Rating,Car Model,Motor Type,Design Package,Production Shift,Resolution Time (in hours),Root Cause Identified,Defect Category
28.04.23,09:15:00,Cracked Windshield,Dashboard installation,Dashboard,Emily Davis,563954,5,IX0M,High Performance,Race,Afternoon,15,,Cosmetic
13.08.23,16:45:00,Loose Wiring,EV battery installation,Axel,Jane Smith,723776,7,Base,Standard,Luxury,Morning,18,,Functional
27.06.23,14:45:00,Loose Wiring,Windshield installation,Rear Bumper,Emily Davis,814203,10,Alpina,High Performance,Offroad,Afternoon,21,,Cosmetic
21.11.23,12:45:00,Faulty Battery,Dashboard installation,Battery,Chris Lee,211308,4,Alpina,Long Range,Luxury,Afternoon,16,No,Cosmetic
11.01.23,10:00:00,Loose Wiring,Steering wheel installation,Second Row Seats,Chris Lee,263566,2,Base,Long Range,Eco,Night,6,Yes,Cosmetic
30.05.23,13:15:00,Cracked Windshield,Headlight installation,Battery,Jane Smith,420821,5,IX0M,Long Range,Offroad,Night,10,,Cosmetic
18.06.23,17:00:00,Cracked Windshield,Second row seats installation,Axel,John Doe,283149,2,Base,Long Range,Offroad,Afternoon,18,Yes,Functional
28.02.23,14:45:00,Loose Wiring,Axel installation,Dashboard,Michael Johnson,592508,5,Long,Long Range,Luxury,Afternoon,1,Yes,Cosmetic
07.10.23,17:45:00,Loose Wiring,Windshield installation,Headlight,Chris Lee,186177,7,IX0M,Long Range,Offroad,Morning,13,Yes,Functional
07.09.23,13:15:00,Paint Scratch,Axel installation,Wire Harness,Chris Lee,407047,7,IX0M,High Performance,Offroad,Afternoon,14,Yes,Cosmetic
07.08.23,10:00:00,Loose Wiring,Dashboard installation,Door Panel,John Doe,752378,8,Base,Long Range,Race,Morning,8,Yes,Cosmetic
07.05.23,15:15:00,Loose Wiring,Second row seats installation,Battery,Michael Johnson,835299,1,IX0M,High Performance,Offroad,Morning,20,Yes,Cosmetic
26.02.23,15:00:00,Loose Wiring,Axel installation,Door Panel,John Doe,810853,10,IX0M,Long Range,Luxury,Morning,4,,Cosmetic
29.08.23,11:30:00,Loose Wiring,First row seats installation,Door Panel,Emily Davis,437711,10,Alpina,High Performance,Race,Morning,4,Yes,Cosmetic
30.09.23,14:45:00,Loose Wiring,Steering wheel installation,Windshield,John Doe,199128,7,Base,Standard,Luxury,Night,19,Yes,Cosmetic
03.09.23,17:45:00,Brake Malfunction,Dashboard installation,Windshield,John Doe,392697,6,Alpina,Standard,Race,Morning,19,,Cosmetic
08.01.23,14:15:00,Cracked Windshield,EV battery installation,First Row Seats,John Doe,206686,10,IX0M,Long Range,Eco,Morning,2,,Cosmetic
03.04.23,10:15:00,Sensor Failure,Second row seats installation,Windshield,Michael Johnson,350874,9,Long,Long Range,Race,Afternoon,13,,Cosmetic
18.07.23,13:00:00,Loose Wiring,Axel installation,First Row Seats,Chris Lee,204637,4,Long,High Performance,Offroad,Morning,16,Yes,Electrical
25.07.23,14:15:00,Loose Wiring,Axel installation,Wire Harness,Michael Johnson,117350,8,Alpina,High Performance,Luxury,Morning,8,,Critical
20.05.23,09:30:00,Cracked Windshield,Tire and rim installation,Windshield,John Doe,668219,3,Long,Long Range,Race,Afternoon,10,,Cosmetic
05.04.23,12:30:00,Faulty Battery,Headlight installation,Windshield,Chris Lee,882218,9,Long,Long Range,Race,Afternoon,12,,Cosmetic
17.03.23,15:15:00,Cracked Windshield,Tire and rim installation,Windshield,Chris Lee,559152,10,Long,High Performance,Race,Morning,11,,Cosmetic
17.01.23,11:30:00,Faulty Battery,Windshield installation,Dashboard,Jane Smith,762608,3,Pick-Up,High Performance,Offroad,Afternoon,23,Yes,Cosmetic
04.01.23,08:15:00,Brake Malfunction,Dashboard installation,Second Row Seats,John Doe,111615,9,Base,High Performance,Race,Afternoon,1,,Cosmetic
08.03.23,09:45:00,Paint Scratch,EV battery installation,Battery,Emily Davis,197917,6,IX0M,Standard,Luxury,Afternoon,17,Yes,Functional
21.09.23,09:45:00,Sensor Failure,Axel installation,Battery,Jane Smith,735915,9,Base,Standard,Eco,Morning,16,,Cosmetic
27.05.23,17:15:00,Loose Wiring,Steering wheel installation,Battery,Jane Smith,700986,2,IX0M,High Performance,Race,Morning,23,Yes,Critical
16.01.23,11:30:00,Loose Wiring,Second row seats installation,Dashboard,Chris Lee,934388,5,IX0M,High Performance,Race,Morning,18,Yes,Cosmetic
15.09.23,12:45:00,Faulty Battery,Axel installation,Tires and Rims,John Doe,136764,9,Long,High Performance,Luxury,Afternoon,21,,Cosmetic
04.03.23,16:30:00,Faulty Battery,Dashboard installation,Battery,Michael Johnson,299269,3,Pick-Up,High Performance,Offroad,Night,4,,Cosmetic
10.05.23,12:15:00,Faulty Battery,Dashboard installation,Second Row Seats,Michael Johnson,555727,8,Base,Long Range,Race,Night,15,,Cosmetic
01.11.23,16:45:00,Paint Scratch,Rear bumper installation,Wire Harness,Chris Lee,273739,3,Long,Standard,Offroad,Morning,5,Yes,Cosmetic
15.10.23,17:15:00,Loose iWring,Steering wheel installation,Battery,John Doe,704059,5,IX0M,Standard,Offroad,Morning,23,Yes,Cosmetic
08.09.23,13:30:00,Loose Wiring,First row seats installation,Steering Wheel,Chris Lee,252365,7,Base,High Performance,Race,Afternoon,20,Yes,Electrical
22.03.23,18:00:00,Cracked Windshield,Dashboard installation,Wire Harness,Michael Johnson,819928,4,Base,Long Range,Offroad,Morning,14,Yes,Cosmetic
23.06.23,17:45:00,Cracked Widnshield,Tire and rim installation,Battery,Michael Johnson,701464,3,Pick-Up,Standard,Offroad,Afternoon,21,Yes,Cosmetic
25.09.23,08:30:00,lOOse wIriNg,Steering wheel installation,Axel,John Doe,352607,7,Base,High Performance,Offroad,Afternoon,6,,Critical
24.06.23,17:15:00,Loose Wiring,First row seats installation,Battery,John Doe,798625,6,Pick-Up,Long Range,Luxury,Morning,16,Yes,Functional
28.12.23,13:45:00,Cracked Windshield,Wire harness installation,Dashboard,Michael Johnson,115402,9,Long,Long Range,Race,Morning,7,Yes,Functional
01.01.23,15:00:00,Paint Scratch,Windshield installation,Battery,Chris Lee,873335,8,IX0M,High Performance,Race,Afternoon,20,Yes,Functional
26.06.23,08:45:00,Loose Wiring,Tire and rim installation,Door Panel,Chris Lee,216963,5,Base,High Performance,Eco,Night,21,,Cosmetic
23.04.23,13:45:00,Loose Wiring,Steering wheel installation,Battery,Chris Lee,159068,10,Alpina,High Performance,Eco,Night,9,,Cosmetic
29.06.23,15:30:00,Hydraulic Leak,Steering wheel installation,Axel,Michael Johnson,704620,2,IX0M,Long Range,Offroad,Afternoon,12,,Cosmetic
22.04.23,10:15:00,Cracked Windshield,Dashboard installation,Wire Harness,Chris Lee,548921,6,Alpina,Long Range,Luxury,Morning,11,Yes,Cosmetic
01.05.23,10:00:00,Loose Wiring,Dashboard installation,Axel,Chris Lee,135544,7,Base,Long Range,Offroad,Afternoon,5,,Cosmetic
14.05.23,16:15:00,Faulty Battery,Rear bumper installation,Battery,Michael Johnson,433449,9,Base,Standard,Offroad,Morning,10,Yes,Cosmetic
30.09.23,10:15:00,Loose Wiring,Steering wheel installation,Dashboard,Chris Lee,727406,2,Long,Long Range,Race,Morning,20,No,Cosmetic
12.08.23,09:00:00,Cracked Windshield,EV battery installation,Wire Harness,Emily Davis,490496,9,Base,Long Range,Luxury,Night,12,,Cosmetic
02.03.23,13:15:00,Cracked Windshield,Tire and rim installation,Wire Harness,Chris Lee,418505,5,Alpina,Long Range,Eco,Night,13,Yes,Cosmetic
25.02.23,11:15:00,Loose Wiring,Windshield installation,Door Panel,Jane Smith,468883,4,IX0M,Long Range,Offroad,Afternoon,22,,Critical
16.11.23,15:00:00,Paint Scratch,Steering wheel installation,Second Row Seats,John Doe,619631,3,Long,Long Range,Luxury,Morning,16,,Cosmetic
15.09.23,16:45:00,Faulty Battery,Steering wheel installation,Axel,Emily Davis,269989,9,Base,Long Range,Eco,Afternoon,3,,Cosmetic
12.08.23,09:45:00,Paint Scratch,Second row seats installation,Second Row Seats,Chris Lee,643940,3,IX0M,Long Range,Luxury,Afternoon,1,,Cosmetic
17.05.23,10:45:00,Hydraulic Leak,EV battery installation,Wire Harness,John Doe,792946,7,Long,Long Range,Luxury,Morning,3,Yes,Functional
17.07.23,15:15:00,Faulty Battery,Windshield installation,First Row Seats,Chris Lee,715782,2,Base,Standard,Race,Morning,5,Yes,Functional
09.12.23,10:45:00,Loose Wiring,Dashboard installation,Second Row Seats,Michael Johnson,249054,5,Long,High Performance,Offroad,Morning,22,Yes,Cosmetic
27.04.23,16:30:00,Loose Wiring,Tire and rim installation,Windshield,Jane Smith,918287,2,Alpina,Long Range,Race,Morning,5,Yes,Cosmetic
30.05.23,14:45:00,Loose Wiring,Wire harness installation,Axel,Chris Lee,158776,5,Alpina,Long Range,Offroad,Afternoon,19,,Cosmetic
21.04.23,09:15:00,Cracked Windshield,Axel installation,Wire Harness,Michael Johnson,606516,5,IX0M,Standard,Offroad,Morning,19,,Cosmetic
21.09.23,11:45:00,Loose Wiring,Axel installation,First Row Seats,Chris Lee,953650,10,Base,Long Range,Race,Night,13,,Cosmetic
12.10.23,09:00:00,Loose Wiring,Windshield installation,Battery,Jane Smith,396671,2,Long,Standard,Offroad,Afternoon,10,,Cosmetic
20.03.23,16:45:00,Cracked Windshield,Windshield installation,Dashboard,Chris Lee,224463,9,Alpina,High Performance,Race,Morning,14,Yes,Functional
19.01.23,14:15:00,Paint Scratch,Axel installation,Second Row Seats,John Doe,935757,6,Base,High Performance,Offroad,Morning,9,Yes,Cosmetic
28.01.23,16:00:00,Cracked Windshield,Tire and rim installation,Battery,Chris Lee,461233,7,Pick-Up,High Performance,Race,Afternoon,20,,Cosmetic
05.10.23,14:30:00,Loose Wiring,EV battery installation,Axel,Emily Davis,241297,10,IX0M,Long Range,Luxury,Morning,2,Yes,Cosmetic
28.05.23,15:15:00,Loose Wiring,EV battery installation,Axel,John Doe,658117,4,Base,Long Range,Race,Afternoon,13,Yes,Cosmetic
13.07.23,11:00:00,Loose Wiring,Tire and rim installation,Battery,Chris Lee,759502,7,IX0M,High Performance,Race,Morning,15,,Cosmetic
13.02.23,09:00:00,Loose Wiring,Wire harness installation,Axel,Michael Johnson,659103,10,IX0M,Standard,Luxury,Night,19,Yes,Cosmetic
12.08.23,09:15:00,Cracked Windshield,Dashboard installation,Steering Wheel,John Doe,205740,3,IX0M,Long Range,Race,Night,3,,Cosmetic
22.07.23,12:30:00,Faulty Battery,Dashboard installation,First Row Seats,Jane Smith,666928,10,Base,Long Range,Race,Night,21,No,Cosmetic
18.09.23,09:00:00,Loose Wiring,Axel installation,Wire Harness,John Doe,836677,8,Long,High Performance,Luxury,Morning,23,Yes,Cosmetic
02.03.23,09:15:00,Loose Wiring,Windshield installation,Dashboard,John Doe,663635,2,IX0M,High Performance,Race,Night,21,,Cosmetic
02.12.23,17:00:00,Loose Wiring,Steering wheel installation,Battery,Chris Lee,273409,8,Long,Standard,Race,Morning,13,Yes,Cosmetic
25.01.23,09:15:00,SENSOR fAilURe,Axel installation,Battery,John Doe,143441,7,Base,Long Range,Offroad,Afternoon,18,,Cosmetic
10.04.23,15:45:00,Loose Wiring,EV battery installation,Dashboard,Michael Johnson,444195,1,Base,Long Range,Offroad,Night,9,,Cosmetic
24.11.23,10:15:00,Paint Scratch,Rear bumper installation,Dashboard,Michael Johnson,260130,7,Long,Long Range,Offroad,Morning,12,,Cosmetic
29.04.23,08:15:00,Hydraulic Leak,EV battery installation,Tires and Rims,Chris Lee,355024,9,Long,Standard,Offroad,Afternoon,3,Yes,Cosmetic
29.10.23,13:15:00,Faulty Battery,EV battery installation,Battery,Chris Lee,792118,9,IX0M,Long Range,Offroad,Afternoon,11,,Cosmetic
26.06.23,14:00:00,Faulty Battery,Windshield installation,Battery,Chris Lee,861587,6,Alpina,Long Range,Offroad,Night,18,,Cosmetic
11.01.23,09:15:00,Paint Scratch,Headlight installation,Axel,John Doe,288541,8,Long,High Performance,Eco,Afternoon,5,Yes,Cosmetic
15.05.23,12:00:00,Paint Scratch,Axel installation,Windshield,John Doe,219820,1,IX0M,High Performance,Race,Morning,16,Yes,Cosmetic
30.03.23,09:30:00,Brake Malfunction,EV battery installation,Wire Harness,Chris Lee,592018,1,Pick-Up,Long Range,Luxury,Afternoon,13,,Cosmetic
11.10.23,14:15:00,Loose Wiring,EV battery installation,Door Panel,Emily Davis,753094,7,Base,Long Range,Offroad,Morning,15,,Cosmetic
03.02.23,08:15:00,Cracked Windshield,Wire harness installation,Battery,Michael Johnson,772773,8,Base,High Performance,Offroad,Night,10,,Cosmetic
03.10.23,12:30:00,Faulty Btatery,Steering wheel installation,Battery,John Doe,480146,1,IX0M,High Performance,Race,Night,17,Yes,Cosmetic
22.04.23,11:00:00,Cracked Windshiedl,EV battery installation,Windshield,Michael Johnson,869730,3,IX0M,Standard,Offroad,Afternoon,8,Yes,Cosmetic
22.01.23,14:15:00,Paint Scratch,Windshield installation,Axel,Emily Davis,731981,3,Base,Long Range,Race,Night,20,Yes,Cosmetic
30.12.23,11:15:00,Faulty Battery,EV battery installation,Dashboard,Michael Johnson,360123,6,Base,Long Range,Offroad,Morning,19,,Cosmetic
07.04.23,12:30:00,Hydraulic Leak,Axel installation,Wire Harness,Michael Johnson,128525,3,Long,High Performance,Race,Morning,7,Yes,Cosmetic
02.11.23,16:00:00,Loose Wiring,Wire harness installation,Door Panel,Chris Lee,587230,8,Long,High Performance,Offroad,Night,7,No,Cosmetic
01.12.23,11:00:00,Loose Wiring,Dashboard installation,Windshield,Jane Smith,530188,2,IX0M,Long Range,Luxury,Morning,16,Yes,Cosmetic
03.09.23,18:00:00,Loose Wiring,Windshield installation,Door Panel,Emily Davis,546558,10,Base,High Performance,Race,Morning,3,Yes,Cosmetic
31.12.23,14:00:00,Faulty Battery,Windshield installation,Tires and Rims,John Doe,471662,6,Pick-Up,Long Range,Race,Night,11,,Cosmetic
03.04.23,14:30:00,Paint Scratch,Wire harness installation,Windshield,Michael Johnson,854272,3,Base,Long Range,Offroad,Morning,3,Yes,Cosmetic
09.06.23,16:15:00,Paint Scratch,First row seats installation,Axel,Chris Lee,703579,8,Alpina,Long Range,Luxury,Afternoon,6,Yes,Cosmetic
19.09.23,08:45:00,Cracked Windshield,Windshield installation,Wire Harness,Emily Davis,137323,2,Long,High Performance,Race,Morning,12,,Cosmetic
03.10.23,12:30:00,Paint Scratch,Axel installation,Windshield,Michael Johnson,835435,6,Base,Standard,Race,Afternoon,3,No,Cosmetic
08.03.23,14:30:00,Faulty Battery,Axel installation,Steering Wheel,John Doe,933202,3,IX0M,High Performance,Offroad,Night,6,Yes,Cosmetic
25.04.23,17:15:00,Loose Wiring,Headlight installation,Second Row Seats,Chris Lee,459325,7,IX0M,Long Range,Offroad,Morning,3,,Cosmetic
15.04.23,17:15:00,Loose Wiring,EV battery installation,Battery,Chris Lee,220346,10,Base,Standard,Luxury,Afternoon,22,,Cosmetic
06.09.23,11:15:00,Loose Wiring,Windshield installation,Dashboard,Chris Lee,612178,4,Base,Long Range,Offroad,Night,13,,Cosmetic
19.10.23,13:15:00,Faulty Battery,Tire and rim installation,Windshield,Chris Lee,837460,5,Base,Long Range,Offroad,Morning,17,Yes,Cosmetic
30.12.23,11:00:00,Loose Wiring,Headlight installation,First Row Seats,Jane Smith,357318,6,IX0M,Standard,Offroad,Morning,11,Yes,Cosmetic
01.09.23,10:30:00,Loose Wiring,Windshield installation,Steering Wheel,Jane Smith,526383,6,IX0M,High Performance,Race,Morning,22,,Cosmetic
09.12.23,15:45:00,Sensor Failure,Windshield installation,Windshield,Jane Smith,980827,2,Alpina,High Performance,Luxury,Night,5,Yes,Cosmetic
11.08.23,17:00:00,Cracked Windshield,Second row seats installation,Battery,Michael Johnson,953049,7,IX0M,Long Range,Race,Night,5,Yes,Cosmetic
06.06.23,16:15:00,Loose Wiring,EV battery installation,Axel,John Doe,409419,10,Long,High Performance,Offroad,Night,7,No,Functional
06.11.23,17:45:00,Loose Wiring,Headlight installation,Windshield,Jane Smith,303217,4,IX0M,Standard,Eco,Afternoon,14,,Cosmetic
11.10.23,17:30:00,Loose Wiring,Headlight installation,Windshield,Chris Lee,315657,1,Base,Long Range,Luxury,Afternoon,4,No,Cosmetic
22.03.23,13:15:00,Hydraulic Leak,Axel installation,Wire Harness,John Doe,216250,4,IX0M,Standard,Luxury,Morning,8,No,Cosmetic
13.07.23,15:45:00,Loose Wiring,Second row seats installation,Windshield,Chris Lee,474730,3,IX0M,High Performance,Offroad,Afternoon,23,,Cosmetic
13.12.23,15:45:00,Cracked Windshield,First row seats installation,Battery,Chris Lee,767679,4,Base,Long Range,Race,Afternoon,11,Yes,Cosmetic
22.11.23,09:30:00,Paint Scratch,Axel installation,Axel,Chris Lee,315628,9,Pick-Up,High Performance,Luxury,Morning,21,Yes,Cosmetic
11.11.23,16:00:00,Paint Scratch,EV battery installation,Windshield,John Doe,244985,4,IX0M,Standard,Luxury,Morning,3,Yes,Cosmetic
21.12.23,09:30:00,Cracked Windshield,Windshield installation,Dashboard,Chris Lee,224726,1,Pick-Up,Long Range,Race,Afternoon,5,Yes,Cosmetic
10.10.23,15:00:00,Sensor Failure,EV battery installation,Door Panel,Emily Davis,392677,8,Base,Long Range,Offroad,Night,3,Yes,Cosmetic
19.11.23,09:00:00,Loose Wiring,Tire and rim installation,Dashboard,Chris Lee,214777,4,Long,Long Range,Race,Night,1,,Cosmetic
16.04.23,10:45:00,Hydraulic Leak,Axel installation,Battery,Chris Lee,980815,8,Base,High Performance,Offroad,Night,13,Yes,Cosmetic
10.07.23,13:30:00,Faulty Battery,Dashboard installation,Wire Harness,Jane Smith,109834,8,Base,Standard,Offroad,Afternoon,7,,Functional
27.10.23,13:00:00,Brake Malfunction,First row seats installation,Dashboard,John Doe,575318,8,Base,High Performance,Offroad,Night,2,Yes,Cosmetic
12.10.23,13:15:00,Cracked Windshield,Headlight installation,Wire Harness,John Doe,885749,10,Alpina,Long Range,Offroad,Morning,21,Yes,Cosmetic
18.02.23,09:15:00,Cracked Windshield,Windshield installation,Battery,John Doe,567092,7,IX0M,Long Range,Race,Afternoon,13,,Cosmetic
21.05.23,08:15:00,Faulty Battery,Headlight installation,First Row Seats,Emily Davis,836569,3,Long,Standard,Race,Afternoon,23,Yes,Cosmetic
26.06.23,12:45:00,Sensor Failure,Windshield installation,Wire Harness,Chris Lee,798661,5,Alpina,Standard,Eco,Night,19,Yes,Cosmetic
29.10.23,10:30:00,Cracked Windshield,Windshield installation,Dashboard,John Doe,445827,9,Long,Long Range,Offroad,Afternoon,8,Yes,Cosmetic
02.04.23,11:15:00,Cracked Windshield,EV battery installation,Dashboard,Michael Johnson,857653,8,IX0M,Long Range,Offroad,Morning,19,,Cosmetic
25.03.23,09:30:00,Cracked Windshield,Wire harness installation,Battery,Emily Davis,692506,7,Long,Standard,Offroad,Afternoon,12,Yes,Cosmetic
26.12.23,09:30:00,Loose Wiring,Wire harness installation,First Row Seats,Michael Johnson,244368,10,IX0M,Standard,Offroad,Night,3,No,Cosmetic
28.02.23,13:30:00,Loose Wiring,Axel installation,Windshield,John Doe,837536,5,Long,Long Range,Race,Morning,17,Yes,Cosmetic
25.10.23,17:00:00,Cracked Windshield,EV battery installation,Windshield,Jane Smith,135597,4,Alpina,High Performance,Offroad,Morning,12,No,Cosmetic
06.12.23,17:45:00,Loose Wiring,Windshield installation,Wire Harness,John Doe,589694,2,IX0M,Long Range,Offroad,Morning,21,,Cosmetic
28.08.23,08:45:00,Cracked Windshield,Dashboard installation,Battery,Emily Davis,326457,5,Base,Long Range,Luxury,Night,8,,Critical
30.01.23,11:30:00,Cracked Windshield,Dashboard installation,Battery,John Doe,956752,5,Alpina,Standard,Race,Morning,6,Yes,Cosmetic
13.10.23,16:15:00,Faulty Battery,EV battery installation,Steering Wheel,John Doe,498803,10,Alpina,High Performance,Offroad,Morning,14,,Functional
23.02.23,15:30:00,Faulty Battery,Wire harness installation,Axel,Emily Davis,451888,8,Long,Long Range,Offroad,Morning,11,Yes,Cosmetic
12.10.23,17:15:00,Sensor Failure,Wire harness installation,Dashboard,Chris Lee,670364,2,Alpina,High Performance,Offroad,Morning,22,,Cosmetic
08.11.23,12:15:00,Cracked Windshield,First row seats installation,Axel,John Doe,433731,7,IX0M,Long Range,Offroad,Afternoon,21,Yes,Cosmetic
12.08.23,16:30:00,Loose Wiring,Axel installation,Battery,Chris Lee,269609,4,IX0M,Long Range,Luxury,Afternoon,7,No,Cosmetic
18.12.23,10:45:00,Paint Scratch,Axel installation,Dashboard,Chris Lee,653976,9,Base,Long Range,Eco,Morning,14,,Functional
11.02.23,13:00:00,Loose Wiring,Tire and rim installation,Wire Harness,Michael Johnson,156549,5,Long,High Performance,Offroad,Morning,12,Yes,Cosmetic
22.10.23,09:45:00,Loose Wiring,Axel installation,Windshield,Michael Johnson,617920,10,IX0M,High Performance,Offroad,Afternoon,7,,Cosmetic
01.05.23,18:00:00,Loose Wiring,Dashboard installation,Door Panel,Emily Davis,603781,4,IX0M,Standard,Offroad,Night,17,No,Cosmetic
11.06.23,11:00:00,Paint Scratch,Rear bumper installation,Axel,Michael Johnson,826387,10,IX0M,Long Range,Offroad,Night,10,,Cosmetic
17.11.23,17:00:00,Loose Wiring,Headlight installation,Second Row Seats,Jane Smith,499990,10,IX0M,High Performance,Offroad,Morning,6,Yes,Cosmetic
